client_id,client_description,invoice_number,amount,invoice_date
316874605,ABM Industries Incorporated,2000008732,235,5/10/2018 0:00
425518272,FirstEnergy Corp.,2000008733,350,5/10/2018 0:00
390796900,RoadwayCorp,2000008734,465,5/10/2018 0:00
449916255,BB&T Corporation,2000008735,615,5/11/2018 0:00
24751624,BellSouth Corporation,2000008736,230,5/1/2018 0:00
549707046,Genesis Griffin,2000008737,485,5/1/2018 0:00
657533068,Federal Express Corp.,2000008738,985,5/3/2018 0:00
397067348,"Earthlink, Inc.",2000008739,135,5/8/2018 0:00
618891058,Carpenter Technology Corp.,2000008740,315,5/8/2018 0:00
505173139,3M Company,2000008741,195,5/8/2018 0:00
225908282,General Dynamics Corporation,2000008742,1055,5/9/2018 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000008743,450,5/9/2018 0:00
199155800,Cardinal Health Inc.,2000008744,150,5/10/2018 0:00
202564417,Parker Wang,2000008745,435,5/10/2018 0:00
425518272,FirstEnergy Corp.,2000008746,910,5/1/2018 0:00
426649062,Kenyon Fritz,2000008747,125,5/15/2018 0:00
602586452,Yellow Corporation,2000008748,345,5/15/2018 0:00
657849141,Elsa Bryant,2000008749,195,5/15/2018 0:00
269840253,EGL Inc.,2000008750,315,5/15/2018 0:00
611432852,Eli Lilly and Company,2000008751,395,5/11/2018 0:00
42347513,Federated Department Stores Inc.,2000008752,1095,5/11/2018 0:00
279034888,Electronic Arts Inc.,2000008753,70,5/14/2018 0:00
249400274,Briggs & Stratton Corporation,2000008754,1095,5/15/2018 0:00
56873339,AMERCO,2000008755,1985,5/15/2018 0:00
165961482,Armani Delgado,2000008756,225,5/17/2018 0:00
590019236,Johnson & Johnson,2000008757,640,5/17/2018 0:00
382881320,Sara Lee Corp,2000008758,395,5/17/2018 0:00
562689381,PepsiCo Inc.,2000008759,475,5/11/2018 0:00
79582425,Martin Marietta Materials Inc.,2000008760,325,5/22/2018 0:00
108350580,FMC Corp,2000008761,500,5/23/2018 0:00
390796900,RoadwayCorp,2000008762,445,5/23/2018 0:00
301967521,Caremark Rx Inc.,2000008763,3485,5/23/2018 0:00
662186329,Alonzo Gray,2000008764,2850,5/25/2018 0:00
316874605,ABM Industries Incorporated,2000008765,235,5/30/2018 0:00
201096286,Sports Authority Inc,2000008766,225,5/30/2018 0:00
56873339,AMERCO,2000008767,220,5/21/2018 0:00
54389342,Lukas Joseph,2000008768,425,5/23/2018 0:00
291051913,CMS Energy Corp.,2000008769,75,5/23/2018 0:00
115944072,Imperial Sugar Company,2000008770,395,5/23/2018 0:00
24751624,BellSouth Corporation,2000008771,230,5/24/2018 0:00
291051913,CMS Energy Corp.,2000008772,275,5/25/2018 0:00
615298836,Molex Incorporated,2000008773,560,5/25/2018 0:00
14602062,Makena Villegas,2000008774,230,5/29/2018 0:00
24644676,Comverse Technology Inc.,2000008775,735,5/29/2018 0:00
532467401,Carlisle Cos. Inc.,2000008776,1535,5/29/2018 0:00
160047398,"Amkor Technology, Inc.",2000008777,150,5/29/2018 0:00
253620776,Ball Corporation,2000008778,195,5/29/2018 0:00
271796605,"Albertson's, Inc.",2000008779,550,5/29/2018 0:00
508596829,"Arch Coal, Inc.",2000008780,70,5/29/2018 0:00
320781269,Pilgrim's Pride Corporation,2000008781,655,5/30/2018 0:00
544795639,R.J. Reynolds Tobacco Company,2000008782,415,5/30/2018 0:00
327519152,Bank One Corporation,2000008783,155,5/30/2018 0:00
141485069,K-Mart Corp.,2000008784,465,5/31/2018 0:00
536990562,Health Management Associates Inc.,2000008785,740,5/31/2018 0:00
229419244,Genuity Inc.,2000008786,930,5/31/2018 0:00
46529639,Brenda Reid,2000008787,315,6/5/2018 0:00
317998521,Baxter International Inc.,2000008788,330,6/5/2018 0:00
662186329,Alonzo Gray,2000008789,950,6/6/2018 0:00
425518272,FirstEnergy Corp.,2000008790,350,6/8/2018 0:00
269840253,EGL Inc.,2000008791,315,6/8/2018 0:00
203039505,Mohawk Industries Inc.,2000008792,245,6/6/2018 0:00
397067348,"Earthlink, Inc.",2000008793,135,6/7/2018 0:00
505173139,3M Company,2000008794,195,6/7/2018 0:00
376834150,Honeywell International Inc.,2000008795,395,6/11/2018 0:00
201096286,Sports Authority Inc,2000008796,585,6/11/2018 0:00
199155800,Cardinal Health Inc.,2000008797,150,6/11/2018 0:00
4024681,CSX Corp.,2000008798,375,6/11/2018 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000008799,450,6/13/2018 0:00
309525195,"BMC Software, Inc.",2000008800,3850,6/20/2018 0:00
3024454,Graybar Electric Company Inc.,2000008801,385,6/20/2018 0:00
330431267,"Big Lots, Inc.",2000008802,195,6/20/2018 0:00
615047659,Georgia Gulf Corporation,2000008803,105,6/21/2018 0:00
23188457,U.S. Industries Inc.,2000008804,385,6/23/2018 0:00
40133715,Adalyn Parsons,2000008805,2455,6/23/2018 0:00
201096286,Sports Authority Inc,2000008806,225,6/23/2018 0:00
505173139,3M Company,2000008807,1095,6/26/2018 0:00
532467401,Carlisle Cos. Inc.,2000008808,475,6/26/2018 0:00
449916255,BB&T Corporation,2000008809,500,6/26/2018 0:00
108350580,FMC Corp,2000008810,500,6/26/2018 0:00
316874605,ABM Industries Incorporated,2000008811,235,6/26/2018 0:00
598444595,Idacorp Inc.,2000008812,885,6/28/2018 0:00
291051913,CMS Energy Corp.,2000008813,275,6/20/2018 0:00
508660913,DynCorp,2000008814,30,6/20/2018 0:00
149119421,Bristol-Myers Squibb Company,2000008815,2385,6/20/2018 0:00
349992797,Cynthia Jefferson,2000008816,530,6/21/2018 0:00
27801771,Alden Moses,2000008817,475,6/21/2018 0:00
4024681,CSX Corp.,2000008818,375,6/21/2018 0:00
452590590,International Business Machines Corp.,2000008819,495,6/25/2018 0:00
412925085,DQE Inc.,2000008820,825,6/25/2018 0:00
271796605,"Albertson's, Inc.",2000008821,550,6/27/2018 0:00
160047398,"Amkor Technology, Inc.",2000008822,150,6/27/2018 0:00
508596829,"Arch Coal, Inc.",2000008823,70,6/27/2018 0:00
56873339,AMERCO,2000008824,220,6/27/2018 0:00
253620776,Ball Corporation,2000008825,195,6/27/2018 0:00
211268016,IMS Health Inc.,2000008826,805,6/27/2018 0:00
269840253,EGL Inc.,2000008827,915,6/27/2018 0:00
193903624,Hasbro Inc.,2000008828,35,6/28/2018 0:00
647633436,"Allied Waste Industries, Inc.",2000008829,705,6/28/2018 0:00
279034888,Electronic Arts Inc.,2000008830,105,6/28/2018 0:00
24751624,BellSouth Corporation,2000008831,230,6/28/2018 0:00
557598427,Jaquan Pratt,2000008832,505,6/28/2018 0:00
327519152,Bank One Corporation,2000008833,155,6/28/2018 0:00
142780669,Bank of America Corporation,2000008834,60,6/28/2018 0:00
631333991,Burlington Resources Inc.,2000008835,75,6/29/2018 0:00
582136085,Cabot Corp,2000008836,85,7/5/2018 0:00
149119421,Bristol-Myers Squibb Company,2000008837,190,7/5/2018 0:00
440613920,Valspar Corporation,2000008838,85,7/5/2018 0:00
508596829,"Arch Coal, Inc.",2000008839,135,7/6/2018 0:00
449336231,"Beckman Coulter, Inc.",2000008840,3125,7/9/2018 0:00
397067348,"Earthlink, Inc.",2000008841,135,7/9/2018 0:00
86815398,RPM Inc.,2000008842,300,7/10/2018 0:00
393924500,AOL Time Warner Inc.,2000008843,270,7/10/2018 0:00
23188457,U.S. Industries Inc.,2000008844,215,7/10/2018 0:00
560824288,Abercrombie & Fitch Co.,2000008845,96,7/10/2018 0:00
4024681,CSX Corp.,2000008846,60,7/10/2018 0:00
295030392,DPL Inc.,2000008847,850,7/10/2018 0:00
670001972,Coca-Cola Enterprises Inc.,2000008848,6855,7/11/2018 0:00
210653307,Arkansas Best Corporation,2000008849,1675,7/11/2018 0:00
583156900,"Citigroup, Inc",2000008850,880,7/12/2018 0:00
299134769,Tribune Company,2000008851,1005,7/16/2018 0:00
39455910,"Advance Auto Parts, Inc.",2000008852,35,7/16/2018 0:00
438020000,"Applied Industrial Technologies, Inc.",2000008853,35,7/16/2018 0:00
557598427,Jaquan Pratt,2000008854,420,7/17/2018 0:00
269840253,EGL Inc.,2000008855,315,7/17/2018 0:00
45274576,Joanna Rangel,2000008856,895,7/19/2018 0:00
615573211,Alleghany Corporation,2000008857,0,7/21/2018 0:00
524934834,UST Inc,2000008858,0,7/21/2018 0:00
169541678,Rowan Pruitt,2000008859,1075,7/11/2018 0:00
372348761,CBRL Group Inc.,2000008860,95,7/11/2018 0:00
505173139,3M Company,2000008861,195,7/11/2018 0:00
245928750,Edison International,2000008862,215,7/11/2018 0:00
7312217,Energy East Corporation,2000008863,475,7/11/2018 0:00
46755260,"Best Buy Co., Inc.",2000008864,500,7/11/2018 0:00
42347513,Federated Department Stores Inc.,2000008865,185,7/12/2018 0:00
291051913,CMS Energy Corp.,2000008866,275,7/13/2018 0:00
542336332,"Air Products and Chemicals, Inc.",2000008867,90,7/13/2018 0:00
399421517,Kindred Healthcare Inc.,2000008868,1095,7/13/2018 0:00
56873339,AMERCO,2000008869,220,7/16/2018 0:00
284738710,ChevronTexaco Corp.,2000008870,80,7/17/2018 0:00
114967358,Equity Residential Properties Trust,2000008871,250,7/17/2018 0:00
109121390,"D&K Healthcare Resources, Inc.",2000008872,125,7/18/2018 0:00
76238643,Jillian Pope,2000008873,105,7/18/2018 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000008874,450,7/19/2018 0:00
121478995,Washington Post Co.,2000008875,125,7/24/2018 0:00
618420790,Mason Glenn,2000008876,4375,7/25/2018 0:00
196016076,"The Bank of New York Company, Inc.",2000008877,6790,7/25/2018 0:00
201096286,Sports Authority Inc,2000008878,225,7/26/2018 0:00
425518272,FirstEnergy Corp.,2000008879,350,7/26/2018 0:00
615573211,Alleghany Corporation,2000008880,35,7/30/2018 0:00
635488464,Constellation Emergy Group Inc.,2000008881,2270,7/30/2018 0:00
108350580,FMC Corp,2000008882,500,7/31/2018 0:00
449916255,BB&T Corporation,2000008883,675,7/31/2018 0:00
390796900,RoadwayCorp,2000008884,445,7/31/2018 0:00
330431267,"Big Lots, Inc.",2000008885,195,7/31/2018 0:00
271796605,"Albertson's, Inc.",2000008886,550,7/23/2018 0:00
160047398,"Amkor Technology, Inc.",2000008887,150,7/23/2018 0:00
507003878,"Belk, Inc.",2000008888,35,7/23/2018 0:00
618891058,Carpenter Technology Corp.,2000008889,225,7/24/2018 0:00
279034888,Electronic Arts Inc.,2000008890,70,7/24/2018 0:00
327519152,Bank One Corporation,2000008891,155,7/26/2018 0:00
7312217,Energy East Corporation,2000008892,450,7/26/2018 0:00
46755260,"Best Buy Co., Inc.",2000008893,450,7/26/2018 0:00
24751624,BellSouth Corporation,2000008894,230,7/26/2018 0:00
339720867,Dell Computer Corporation,2000008895,230,7/27/2018 0:00
253620776,Ball Corporation,2000008896,195,7/27/2018 0:00
508596829,"Arch Coal, Inc.",2000008897,70,7/27/2018 0:00
4024681,CSX Corp.,2000008898,30,7/31/2018 0:00
199155800,Cardinal Health Inc.,2000008899,150,7/31/2018 0:00
299868760,CNF Inc.,2000008900,3890,8/9/2018 0:00
568314177,CMGI Inc.,2000008901,395,8/10/2018 0:00
269840253,EGL Inc.,2000008902,315,8/10/2018 0:00
390796900,RoadwayCorp,2000008903,490,8/10/2018 0:00
627806207,Nextel Communications Inc,2000008904,1675,8/1/2018 0:00
397067348,"Earthlink, Inc.",2000008905,135,8/7/2018 0:00
505173139,3M Company,2000008906,195,8/7/2018 0:00
4024681,CSX Corp.,2000008907,375,8/8/2018 0:00
631333991,Burlington Resources Inc.,2000008908,765,8/8/2018 0:00
302299909,Consolidated Edison Inc.,2000008909,345,8/8/2018 0:00
284738710,ChevronTexaco Corp.,2000008910,1165,8/9/2018 0:00
64816049,Dean Conrad,2000008911,395,8/9/2018 0:00
129801242,Kennedy Rhodes,2000008912,495,8/9/2018 0:00
112804785,Fidelity National Financial Inc.,2000008913,985,8/10/2018 0:00
175798784,Group 1 Automotive Inc.,2000008914,395,8/10/2018 0:00
555339793,Coventry Health Care Inc.,2000008915,1920,8/10/2018 0:00
316874605,ABM Industries Incorporated,2000008916,235,8/10/2018 0:00
199155800,Cardinal Health Inc.,2000008917,150,8/10/2018 0:00
284667710,The Clorox Co.,2000008920,1495,8/9/2018 0:00
301967521,Caremark Rx Inc.,2000008918,740,8/13/2018 0:00
536990562,Health Management Associates Inc.,2000008919,0,8/13/2018 0:00
317998521,Baxter International Inc.,2000008921,375,8/14/2018 0:00
317998521,Baxter International Inc.,2000008922,1585,8/14/2018 0:00
302859388,AK Steel Holding Corporation,2000008923,5985,8/15/2018 0:00
266873471,Ahmad Sharp,2000008924,495,8/17/2018 0:00
17847412,Citizens Communications Co.,2000008925,3585,8/14/2018 0:00
38113742,Sprint Corp.,2000008926,395,8/14/2018 0:00
683312569,"Gannett Co., Inc.",2000008927,655,8/14/2018 0:00
453688404,United Defense Industries Inc.,2000008928,495,8/14/2018 0:00
632462572,Amerada Hess Corporation,2000008929,695,8/14/2018 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000008930,450,8/14/2018 0:00
670001972,Coca-Cola Enterprises Inc.,2000008931,65,8/14/2018 0:00
607248457,JDS Uniphase Corp.,2000008932,315,8/14/2018 0:00
142780669,Bank of America Corporation,2000008933,795,8/15/2018 0:00
291051913,CMS Energy Corp.,2000008934,275,8/15/2018 0:00
29945518,Science Applications Intl. Inc.,2000008935,410,8/17/2018 0:00
252755320,The Bear Stearns Companies Inc.,2000008936,550,8/20/2018 0:00
316874605,ABM Industries Incorporated,2000008937,235,8/20/2018 0:00
160047398,"Amkor Technology, Inc.",2000008938,150,8/20/2018 0:00
327519152,Bank One Corporation,2000008939,995,8/20/2018 0:00
114967358,Equity Residential Properties Trust,2000008940,4285,8/30/2018 0:00
425518272,FirstEnergy Corp.,2000008941,350,8/30/2018 0:00
201096286,Sports Authority Inc,2000008942,225,8/30/2018 0:00
316874605,ABM Industries Incorporated,2000008943,235,8/30/2018 0:00
496244388,New York Times Company,2000008944,0,8/30/2018 0:00
425518272,FirstEnergy Corp.,2000008945,0,8/30/2018 0:00
449916255,BB&T Corporation,2000008946,500,8/30/2018 0:00
108350580,FMC Corp,2000008947,500,8/30/2018 0:00
449916255,BB&T Corporation,2000008948,2795,8/30/2018 0:00
141291892,Perot Systems Corp,2000008949,395,8/21/2018 0:00
511215595,Tate Norris,2000008950,75,8/23/2018 0:00
424671224,McKesson Corporation,2000008951,495,8/23/2018 0:00
98700648,America West Holdings Corporation,2000008952,1275,8/23/2018 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000008953,2545,8/23/2018 0:00
279034888,Electronic Arts Inc.,2000008954,70,8/23/2018 0:00
84529742,Lennar Corporation,2000008955,1600,8/27/2018 0:00
292752254,Stilwell Financial Inc,2000008956,695,8/27/2018 0:00
56873339,AMERCO,2000008957,220,8/27/2018 0:00
549707046,Genesis Griffin,2000008958,960,8/27/2018 0:00
24751624,BellSouth Corporation,2000008959,230,8/28/2018 0:00
284270374,AMR Corporation,2000008961,375,8/29/2018 0:00
230520253,AmSouth Bancorp.,2000008962,675,8/29/2018 0:00
160047398,"Amkor Technology, Inc.",2000008963,1545,8/29/2018 0:00
216075826,"Analog Devices, Inc.",2000008964,1800,8/29/2018 0:00
253620776,Ball Corporation,2000008965,195,8/29/2018 0:00
291927600,Aliana Andrews,2000008966,595,8/29/2018 0:00
271796605,"Albertson's, Inc.",2000008967,550,8/29/2018 0:00
508596829,"Arch Coal, Inc.",2000008968,70,8/29/2018 0:00
327519152,Bank One Corporation,2000008969,155,8/30/2018 0:00
583427053,National Service Industries Inc,2000008970,620,8/29/2018 0:00
542336332,"Air Products and Chemicals, Inc.",2000008971,6155,9/8/2018 0:00
397067348,"Earthlink, Inc.",2000008972,795,9/4/2018 0:00
556990594,"Dominion Resources, Inc.",2000008973,1635,9/4/2018 0:00
88445293,Quintiles Transnational,2000008974,395,9/5/2018 0:00
77217879,Elvis Leach,2000008975,795,9/6/2018 0:00
283913601,Berkshire Hathaway Inc.,2000008976,855,9/6/2018 0:00
598444595,Idacorp Inc.,2000008977,885,9/4/2018 0:00
573953907,"Budget Group, Inc.",2000008978,400,9/7/2018 0:00
73615687,Pulte Homes Inc,2000008979,155,9/7/2018 0:00
141751319,Williams Sonoma Inc,2000008980,795,9/7/2018 0:00
593016127,Eaton Corporation,2000008981,1215,9/10/2018 0:00
446579104,EMC Corporation,2000008982,980,9/10/2018 0:00
54488403,"American Water Works Company, Inc.",2000008983,550,9/10/2018 0:00
543286541,NCR Corporation,2000008984,365,9/10/2018 0:00
555339793,Coventry Health Care Inc.,2000008985,1195,9/10/2018 0:00
59778213,Equifax Inc.,2000008986,1810,9/12/2018 0:00
24751624,BellSouth Corporation,2000008987,3095,9/12/2018 0:00
389558242,The Allstate Corporation,2000008988,7350,9/13/2018 0:00
269840253,EGL Inc.,2000008989,315,9/17/2018 0:00
532467401,Carlisle Cos. Inc.,2000008990,475,9/17/2018 0:00
532467401,Carlisle Cos. Inc.,2000008991,475,9/17/2018 0:00
425518272,FirstEnergy Corp.,2000008992,350,9/17/2018 0:00
18015282,Del Monte Foods Co,2000008993,2750,9/11/2018 0:00
216075826,"Analog Devices, Inc.",2000008994,1075,9/11/2018 0:00
505173139,3M Company,2000008995,195,9/12/2018 0:00
95740254,Coca-Cola Co.,2000008996,755,9/14/2018 0:00
317998521,Baxter International Inc.,2000008997,1500,9/14/2018 0:00
327949966,Dynegy Inc.,2000008998,845,9/14/2018 0:00
448415047,United Parcel Service Inc,2000008999,645,9/14/2018 0:00
397067348,"Earthlink, Inc.",2000009000,135,9/17/2018 0:00
160047398,"Amkor Technology, Inc.",2000009001,150,9/17/2018 0:00
199155800,Cardinal Health Inc.,2000009002,150,9/18/2018 0:00
100365765,Equitable Resources Inc.,2000009003,845,9/19/2018 0:00
443304633,Fernanda Hopkins,2000009004,395,9/19/2018 0:00
443304633,Fernanda Hopkins,2000009005,395,9/19/2018 0:00
279034888,Electronic Arts Inc.,2000009006,70,9/19/2018 0:00
412049777,CDI Corp.,2000009007,955,9/20/2018 0:00
222672627,Louis Mahoney,2000009008,635,9/20/2018 0:00
295030392,DPL Inc.,2000009009,2975,9/11/2018 0:00
556990594,"Dominion Resources, Inc.",2000009010,440,9/21/2018 0:00
556990594,"Dominion Resources, Inc.",2000009011,440,9/21/2018 0:00
556990594,"Dominion Resources, Inc.",2000009012,440,9/21/2018 0:00
556990594,"Dominion Resources, Inc.",2000009013,440,9/21/2018 0:00
556990594,"Dominion Resources, Inc.",2000009014,440,9/21/2018 0:00
556990594,"Dominion Resources, Inc.",2000009015,440,9/21/2018 0:00
556990594,"Dominion Resources, Inc.",2000009016,440,9/21/2018 0:00
372348761,CBRL Group Inc.,2000009017,2400,9/28/2018 0:00
4024681,CSX Corp.,2000009018,375,9/21/2018 0:00
385206210,Golden State Bancorp Inc.,2000009019,395,9/21/2018 0:00
369189031,Verizon Communications Inc,2000009020,895,9/24/2018 0:00
404852745,Gold Kist Inc.,2000009021,1160,9/24/2018 0:00
291051913,CMS Energy Corp.,2000009022,275,9/24/2018 0:00
56873339,AMERCO,2000009023,220,9/24/2018 0:00
4024681,CSX Corp.,2000009024,375,9/25/2018 0:00
449027024,Kason Barnett,2000009025,355,9/25/2018 0:00
271796605,"Albertson's, Inc.",2000009026,550,9/25/2018 0:00
253620776,Ball Corporation,2000009027,195,9/26/2018 0:00
607332727,Keith Long,2000009028,960,9/26/2018 0:00
508596829,"Arch Coal, Inc.",2000009029,70,9/26/2018 0:00
24751624,BellSouth Corporation,2000009030,230,9/27/2018 0:00
535595146,St. Jude Medical Inc,2000009031,540,9/27/2018 0:00
176664814,Kathy Estes,2000009032,395,9/27/2018 0:00
198749068,Jones Apparel Group Inc.,2000009033,640,9/28/2018 0:00
381159975,MGIC Investment Corporation,2000009034,295,9/28/2018 0:00
180578005,Jack In The Box Inc.,2000009035,465,9/28/2018 0:00
387434991,Level 3 Communications Inc.,2000009036,485,9/28/2018 0:00
598444595,Idacorp Inc.,2000009037,885,9/21/2018 0:00
201096286,Sports Authority Inc,2000009038,225,10/4/2018 0:00
266873471,Ahmad Sharp,2000009039,420,10/5/2018 0:00
266873471,Ahmad Sharp,2000009040,420,10/5/2018 0:00
612160032,Quest Diagnostics Inc.,2000009041,1030,10/10/2018 0:00
236221023,Radio Shack Corporation,2000009042,415,10/1/2018 0:00
96377864,Reed Ewing,2000009043,375,10/1/2018 0:00
673342087,Sovereign Bancorp Inc.,2000009044,395,10/2/2018 0:00
201868454,Jerry Ellison,2000009045,710,10/2/2018 0:00
462628782,Maxim Integrated Products Inc.,2000009046,465,10/2/2018 0:00
158282668,Office Depot Inc.,2000009047,995,10/2/2018 0:00
554144373,Violet Petty,2000009048,700,10/2/2018 0:00
481741886,Leggett & Platt Inc.,2000009049,710,10/2/2018 0:00
142780669,Bank of America Corporation,2000009050,60,10/3/2018 0:00
208124405,Diego Glass,2000009051,495,10/3/2018 0:00
129474399,Loews Corporation,2000009052,995,10/3/2018 0:00
193903624,Hasbro Inc.,2000009053,35,10/3/2018 0:00
508660913,DynCorp,2000009054,40,10/3/2018 0:00
327519152,Bank One Corporation,2000009055,155,10/4/2018 0:00
599986417,Maxxam Inc.,2000009056,1515,10/4/2018 0:00
474817509,Transocean Inc,2000009057,930,10/4/2018 0:00
372348761,CBRL Group Inc.,2000009058,105,10/4/2018 0:00
616879135,MDU Resources Group Inc.,2000009059,515,10/4/2018 0:00
247915243,Hilton Hotels Corp.,2000009060,1050,10/4/2018 0:00
536659165,Gerardo Adams,2000009061,705,10/4/2018 0:00
266873471,Ahmad Sharp,2000009062,545,10/5/2018 0:00
419788151,Konnor Wood,2000009063,600,10/5/2018 0:00
505173139,3M Company,2000009064,195,10/5/2018 0:00
555483663,Omnicare Inc,2000009065,475,10/5/2018 0:00
41505276,PSS World Medical Inc,2000009066,365,10/5/2018 0:00
157893822,Pride International Inc,2000009067,650,10/5/2018 0:00
97605710,Lorenzo Hansen,2000009068,0,10/5/2018 0:00
26569245,Sears Roebuck & Co,2000009069,495,10/5/2018 0:00
10266802,Supervalu Inc,2000009070,1220,10/8/2018 0:00
2213377,Catherine Alvarado,2000009071,395,10/8/2018 0:00
600215929,Hailee Webster,2000009072,495,10/9/2018 0:00
23188457,U.S. Industries Inc.,2000009073,200,10/9/2018 0:00
621318604,Cortez Berg,2000009074,865,10/9/2018 0:00
680400945,Mattel Inc.,2000009075,495,10/9/2018 0:00
236810474,ServiceMaster Co,2000009076,395,10/9/2018 0:00
109121390,"D&K Healthcare Resources, Inc.",2000009077,135,10/10/2018 0:00
295030392,DPL Inc.,2000009078,850,10/10/2018 0:00
86815398,RPM Inc.,2000009079,300,10/10/2018 0:00
42347513,Federated Department Stores Inc.,2000009080,165,10/10/2018 0:00
408622964,Illinois Tool Works Inc.,2000009081,2985,10/10/2018 0:00
114967358,Equity Residential Properties Trust,2000009082,285,10/10/2018 0:00
317569973,Chasity Bowman,2000009083,455,10/5/2018 0:00
495845742,Sealed Air Corp,2000009084,4625,10/12/2018 0:00
368132698,International Multifoods Corporation,2000009085,2650,10/15/2018 0:00
269840253,EGL Inc.,2000009086,85,10/16/2018 0:00
269840253,EGL Inc.,2000009087,230,10/16/2018 0:00
425518272,FirstEnergy Corp.,2000009088,350,10/16/2018 0:00
330431267,"Big Lots, Inc.",2000009089,585,10/17/2018 0:00
8027709,"Beverly Enterprises, Inc.",2000009090,35,10/18/2018 0:00
548617189,Phoenix Sloan,2000009091,395,10/11/2018 0:00
149119421,Bristol-Myers Squibb Company,2000009092,190,10/11/2018 0:00
159624981,Judith Erickson,2000009093,395,10/11/2018 0:00
508596829,"Arch Coal, Inc.",2000009094,150,10/11/2018 0:00
504935993,Linens 'n Things Inc.,2000009095,255,10/11/2018 0:00
491318875,Liz Claiborne Inc.,2000009096,395,10/11/2018 0:00
284738710,ChevronTexaco Corp.,2000009097,80,10/11/2018 0:00
23188457,U.S. Industries Inc.,2000009098,1060,10/11/2018 0:00
393924500,AOL Time Warner Inc.,2000009099,155,10/11/2018 0:00
390796900,RoadwayCorp,2000009100,1985,10/12/2018 0:00
291051913,CMS Energy Corp.,2000009101,275,10/12/2018 0:00
245928750,Edison International,2000009102,230,10/12/2018 0:00
448415047,United Parcel Service Inc,2000009103,705,10/12/2018 0:00
631333991,Burlington Resources Inc.,2000009104,95,10/12/2018 0:00
402179402,General Motors Corporation,2000009105,1180,10/12/2018 0:00
193903624,Hasbro Inc.,2000009106,2245,10/12/2018 0:00
264921674,Slade Andrade,2000009107,475,10/15/2018 0:00
515597222,Microsoft Corporation,2000009108,980,10/15/2018 0:00
530660701,Jalen Kennedy,2000009109,495,10/15/2018 0:00
422620255,Carissa Simpson,2000009110,425,10/15/2018 0:00
199155800,Cardinal Health Inc.,2000009111,150,10/16/2018 0:00
542336332,"Air Products and Chemicals, Inc.",2000009112,90,10/16/2018 0:00
279034888,Electronic Arts Inc.,2000009113,80,10/16/2018 0:00
397067348,"Earthlink, Inc.",2000009114,135,10/16/2018 0:00
507003878,"Belk, Inc.",2000009115,35,10/17/2018 0:00
582136085,Cabot Corp,2000009116,100,10/18/2018 0:00
160047398,"Amkor Technology, Inc.",2000009117,150,10/18/2018 0:00
76238643,Jillian Pope,2000009118,115,10/18/2018 0:00
46755260,"Best Buy Co., Inc.",2000009119,450,10/18/2018 0:00
7312217,Energy East Corporation,2000009120,475,10/18/2018 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000009121,450,10/19/2018 0:00
106944318,"American International Group, Inc.",2000009122,250,10/19/2018 0:00
86815398,RPM Inc.,2000009123,1665,10/15/2018 0:00
639712031,Family Dollar Stores Inc.,2000009125,140,10/24/2018 0:00
196016076,"The Bank of New York Company, Inc.",2000009126,500,10/24/2018 0:00
196016076,"The Bank of New York Company, Inc.",2000009127,995,10/24/2018 0:00
196016076,"The Bank of New York Company, Inc.",2000009128,506,10/25/2018 0:00
618420790,Mason Glenn,2000009129,120,10/25/2018 0:00
523351721,Alberto-Culver Company,2000009130,550,10/25/2018 0:00
445484206,Compuware Corp.,2000009131,0,10/29/2018 0:00
302859388,AK Steel Holding Corporation,2000009132,735,10/29/2018 0:00
198529084,Dexter Shaffer,2000009133,395,10/29/2018 0:00
339720867,Dell Computer Corporation,2000009134,130,10/23/2018 0:00
288965629,Crane Co.,2000009135,2725,10/23/2018 0:00
440613920,Valspar Corporation,2000009136,85,10/24/2018 0:00
56873339,AMERCO,2000009137,220,10/24/2018 0:00
24751624,BellSouth Corporation,2000009138,230,10/24/2018 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000009139,450,10/26/2018 0:00
508596829,"Arch Coal, Inc.",2000009140,70,10/29/2018 0:00
271796605,"Albertson's, Inc.",2000009141,550,10/30/2018 0:00
253620776,Ball Corporation,2000009142,195,10/30/2018 0:00
147510626,Motorola Inc.,2000009143,835,10/31/2018 0:00
508596829,"Arch Coal, Inc.",2000009144,1300,10/31/2018 0:00
330431267,"Big Lots, Inc.",2000009145,3650,11/7/2018 0:00
309495574,Sabre Holdings Corp,2000009146,595,11/8/2018 0:00
5204464,New Jersey Resources Corporation,2000009147,215,11/9/2018 0:00
269840253,EGL Inc.,2000009148,315,11/12/2018 0:00
142780669,Bank of America Corporation,2000009149,955,11/12/2018 0:00
542336332,"Air Products and Chemicals, Inc.",2000009150,1500,11/12/2018 0:00
196016076,"The Bank of New York Company, Inc.",2000009151,154,11/30/2018 0:00
618420790,Mason Glenn,2000009152,30,11/30/2018 0:00
318203866,Xavier Reynolds,2000009153,245,11/1/2018 0:00
318203866,Xavier Reynolds,2000009154,245,11/1/2018 0:00
103830051,Nylah Schmidt,2000009155,580,11/2/2018 0:00
